,index,product_url,product_name,domain_name,image_url,actual_price,discounted_price,screenshot_path
60,61,https://www.flipkart.com/asus-ryzen-3-dual-core-3250u-3rd-gen-8-gb-256-gb-ssd-windows-10-home-m515da-bq322ts-thin-light-laptop/p/itm00d893dc25af4?pid=COMG6HNASNQG6XC7&lid=LSTCOMG6HNASNQG6XC7TOWQN2&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_37&otracker=search&otracker1=search&fm=organic&iid=3ef4c821-f18d-4a6d-9b1b-ec8bcacb3485.COMG6HNASNQG6XC7.SEARCH&ppt=None&ppn=None&ssid=wak5uwgn400000001649094247398&qH=312f91285e048e09,"ASUS Ryzen 3 Dual Core 3250U 3rd Gen - (8 GB/256 GB SSD/Windows 10 Home) M515DA-BQ322TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",FlipKart,https://rukminim1.flixcart.com/image/416/416/ku4ezrk0/computer/y/v/b/na-thin-and-light-laptop-asus-original-imag7bh52qsvjgqh.jpeg?q=70,"₹46,990","₹36,990",/Product_Screenshots/Flipkart61.png
61,62,https://www.flipkart.com/msi-gf63-thin-hexa-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-max-q-60-hz-10scxr-1616in-10sc-611in-gaming-laptop/p/itmb8888c44a1a68?pid=COMG2K9ZBFJ3ZASR&lid=LSTCOMG2K9ZBFJ3ZASRMMSIPX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&spotlightTagId=BestvalueId_6bo%2Fb5g&srno=s_2_38&otracker=search&otracker1=search&fm=organic&iid=3ef4c821-f18d-4a6d-9b1b-ec8bcacb3485.COMG2K9ZBFJ3ZASR.SEARCH&ppt=None&ppn=None&ssid=wak5uwgn400000001649094247398&qH=312f91285e048e09,"MSI GF63 Thin Hexa Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Max Q/60 Hz) GF63 Thin 10SCXR-1616IN / GF63 Thin 10SC-611IN Gaming Laptop  (15.6 inch, Black, 1.86 KG)",FlipKart,https://rukminim2.flixcart.com/image/416/416/ko7idu80/computer/x/l/i/gf63-thin-10scxr-1616in-notebook-msi-original-imag2q55h6w2avfr.jpeg?q=70,"₹72,990","₹57,940",/Product_Screenshots/Flipkart62.png
62,63,https://www.flipkart.com/lenovo-ideapad-3-celeron-dual-core-4th-gen-4-gb-256-gb-ssd-windows-11-home-14igl05-thin-light-laptop/p/itm4d62502cabd77?pid=COMG72M9XXDCHEQZ&lid=LSTCOMG72M9XXDCHEQZEEJKYU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_39&otracker=search&otracker1=search&fm=organic&iid=3ef4c821-f18d-4a6d-9b1b-ec8bcacb3485.COMG72M9XXDCHEQZ.SEARCH&ppt=None&ppn=None&ssid=wak5uwgn400000001649094247398&qH=312f91285e048e09,"Lenovo IdeaPad 3 Celeron Dual Core 4th Gen - (4 GB/256 GB SSD/Windows 11 Home) 14IGL05 Thin and Light Laptop  (14 inch, Platinum Grey, 1.5 kg, With MS Office)",FlipKart,https://rukminim2.flixcart.com/image/416/416/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70,"₹40,490","₹29,990",/Product_Screenshots/Flipkart63.png
63,64,https://www.flipkart.com/hp-15s-ryzen-3-dual-core-3250u-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-15s-gr0012au-laptop/p/itm9e1f8deeed35f?pid=COMFZHFWBE7APPH2&lid=LSTCOMFZHFWBE7APPH2PLTTEQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_40&otracker=search&otracker1=search&fm=organic&iid=3ef4c821-f18d-4a6d-9b1b-ec8bcacb3485.COMFZHFWBE7APPH2.SEARCH&ppt=None&ppn=None&ssid=wak5uwgn400000001649094247398&qH=312f91285e048e09,"HP 15s Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15s-GR0012AU Laptop  (15.6 inch, Natural Silver, 1.82 kg, With MS Office)",FlipKart,https://rukminim1.flixcart.com/image/416/416/kk2wl8w0/computer/z/u/5/hp-original-imafzgdgcbtxvjka.jpeg?q=70,"₹48,294","₹41,999",/Product_Screenshots/Flipkart64.png
64,65,https://www.flipkart.com/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itm4f371fbeb2fd6?pid=COMG9NYDXVEFGPSG&lid=LSTCOMG9NYDXVEFGPSGIMQIWE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_41&otracker=search&otracker1=search&fm=organic&iid=3ef4c821-f18d-4a6d-9b1b-ec8bcacb3485.COMG9NYDXVEFGPSG.SEARCH&ppt=None&ppn=None&ssid=wak5uwgn400000001649094247398&qH=312f91285e048e09,"DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light Laptop  (14.96 Inch, Carbon Black, 1.8 Kgs, With MS Office)",FlipKart,https://rukminim1.flixcart.com/image/416/416/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70,"₹50,586","₹36,990",/Product_Screenshots/Flipkart65.png
65,66,https://www.flipkart.com/lenovo-legion-5-ryzen-hexa-core-4600h-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-15arh05-gaming-laptop/p/itmb4bcabd4640b9?pid=COMG36BSRKATBZQJ&lid=LSTCOMG36BSRKATBZQJJTLZPX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_42&otracker=search&otracker1=search&fm=organic&iid=3ef4c821-f18d-4a6d-9b1b-ec8bcacb3485.COMG36BSRKATBZQJ.SEARCH&ppt=None&ppn=None&ssid=wak5uwgn400000001649094247398&qH=312f91285e048e09,"Lenovo Legion 5 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) 15ARH05 Gaming Laptop  (15.6 inch, Phantom Black, 2.3 kg)",FlipKart,https://rukminim2.flixcart.com/image/416/416/kk76wsw0/computer/h/j/o/lenovo-original-imafzhsyzryckmew.jpeg?q=70,"₹90,890","₹68,450",/Product_Screenshots/Flipkart66.png
66,67,https://www.flipkart.com/asus-tuf-gaming-f15-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-144-hz-fx506lh-hn258t-laptop/p/itm834e03127f443?pid=COMGFVWMDZPGK4WR&lid=LSTCOMGFVWMDZPGK4WRDQSQ9Z&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_43&otracker=search&otracker1=search&fm=organic&iid=3ef4c821-f18d-4a6d-9b1b-ec8bcacb3485.COMGFVWMDZPGK4WR.SEARCH&ppt=None&ppn=None&ssid=wak5uwgn400000001649094247398&qH=312f91285e048e09,"ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) FX506LH-HN258T Gaming Laptop  (15.6 inch, Black Plastic, 2.3 KG)",FlipKart,https://rukminim2.flixcart.com/image/416/416/ku4ezrk0/computer/2/z/l/fx506hcb-hn228t-gaming-laptop-asus-original-imag7bhenhg7nqvh.jpeg?q=70,"₹81,990","₹64,940",/Product_Screenshots/Flipkart67.png
67,68,https://www.flipkart.com/lenovo-ideapad-slim-3i-2021-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-14-itl-6-thin-light-laptop/p/itm39f87693ddf74?pid=COMG3TZGGX26VVHY&lid=LSTCOMG3TZGGX26VVHYVYPNGK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_44&otracker=search&otracker1=search&fm=organic&iid=3ef4c821-f18d-4a6d-9b1b-ec8bcacb3485.COMG3TZGGX26VVHY.SEARCH&ppt=None&ppn=None&ssid=wak5uwgn400000001649094247398&qH=312f91285e048e09,"Lenovo Ideapad Slim 3i (2021) Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14 ITL 6 Thin and Light Laptop  (14 Inch, Arctic Grey, 1.41 KG, With MS Office)",FlipKart,https://rukminim2.flixcart.com/image/416/416/kruyw7k0/computer/a/w/e/na-thin-and-light-laptop-lenovo-original-imag5k4qyjacgkuh.jpeg?q=70,"₹74,390","₹53,990",/Product_Screenshots/Flipkart68.png
68,69,https://www.flipkart.com/lenovo-ideapad-slim-5i-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-15-itl-05-thin-light-laptop/p/itmb81a5cad7c644?pid=COMG3TZGFGYDYGPD&lid=LSTCOMG3TZGFGYDYGPDL4JYXG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_45&otracker=search&otracker1=search&fm=organic&iid=3ef4c821-f18d-4a6d-9b1b-ec8bcacb3485.COMG3TZGFGYDYGPD.SEARCH&ppt=None&ppn=None&ssid=wak5uwgn400000001649094247398&qH=312f91285e048e09,"Lenovo Ideapad Slim 5i Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 15 ITL 05 Thin and Light Laptop  (15.6 Inch, Graphite Grey, 1.66 KG, With MS Office)",FlipKart,https://rukminim2.flixcart.com/image/416/416/klfhk7k0/computer/w/u/x/na-thin-and-light-laptop-lenovo-original-imagyk4hedcydqx5.jpeg?q=70,"₹1,01,390","₹64,990",/Product_Screenshots/Flipkart69.png
69,70,https://www.flipkart.com/asus-vivobook-15-2021-core-i3-10th-gen-4-gb-512-gb-ssd-windows-11-home-x515ja-ej372ws-thin-light-laptop/p/itm7e2e1ba656a8e?pid=COMG87FFHHG4ZZCN&lid=LSTCOMG87FFHHG4ZZCNZD1EOK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_46&otracker=search&otracker1=search&fm=organic&iid=3ef4c821-f18d-4a6d-9b1b-ec8bcacb3485.COMG87FFHHG4ZZCN.SEARCH&ppt=None&ppn=None&ssid=wak5uwgn400000001649094247398&qH=312f91285e048e09,"ASUS VivoBook 15 (2021) Core i3 10th Gen - (4 GB/512 GB SSD/Windows 11 Home) X515JA-EJ372WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",FlipKart,https://rukminim1.flixcart.com/image/416/416/ksyz8280/computer/f/9/9/x515ea-ej302ts-thin-and-light-laptop-asus-original-imag6fc9kxzc6rrh.jpeg?q=70,"₹49,990","₹36,990",/Product_Screenshots/Flipkart70.png
70,71,https://www.flipkart.com/lenovo-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-15itl05-thin-light-laptop/p/itmd0ccefe9c9ee2?pid=COMG9VHHPXC2ASXH&lid=LSTCOMG9VHHPXC2ASXH8WV3IZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_47&otracker=search&otracker1=search&fm=organic&iid=3ef4c821-f18d-4a6d-9b1b-ec8bcacb3485.COMG9VHHPXC2ASXH.SEARCH&ppt=None&ppn=None&ssid=wak5uwgn400000001649094247398&qH=312f91285e048e09,"Lenovo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL05 Thin and Light Laptop  (15.6 inch, Platinum Grey, 1.7 Kg, With MS Office)",FlipKart,https://rukminim1.flixcart.com/image/416/416/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70,"₹84,890","₹51,990",/Product_Screenshots/Flipkart71.png
71,72,https://www.flipkart.com/apple-2020-macbook-air-m1-8-gb-512-gb-ssd-mac-os-big-sur-mgn73hn-a/p/itm37da92e833fa3?pid=COMFXEKM8GQJW5DE&lid=LSTCOMFXEKM8GQJW5DEWZL2XD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_48&otracker=search&otracker1=search&fm=organic&iid=3ef4c821-f18d-4a6d-9b1b-ec8bcacb3485.COMFXEKM8GQJW5DE.SEARCH&ppt=None&ppn=None&ssid=wak5uwgn400000001649094247398&qH=312f91285e048e09,"APPLE 2020 Macbook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MGN73HN/A  (13.3 inch, Space Grey, 1.29 kg)",FlipKart,https://rukminim2.flixcart.com/image/416/416/khdqnbk0/computer/5/d/e/apple-original-imafxfyqkdfxqjab.jpeg?q=70,,,/Product_Screenshots/Flipkart72.png
72,73,https://www.flipkart.com/hp-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-15s-fq2629tu-thin-light-laptop/p/itm00019d89927f7?pid=COMGBH9JZ4ZFH9GH&lid=LSTCOMGBH9JZ4ZFH9GHN7FV3Q&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=01de3be8-a938-4f93-9229-cc6122a81eca.COMGBH9JZ4ZFH9GH.SEARCH&ppt=None&ppn=None&ssid=ueiwjr5wdc0000001649094245400&qH=312f91285e048e09,"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq2629TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 KG, With MS Office)",FlipKart,https://rukminim1.flixcart.com/image/416/416/kzrbiq80/computer/5/q/g/-original-imagbzyyk8she3jc.jpeg?q=70,"₹57,330","₹42,990",/Product_Screenshots/Flipkart73.png
73,74,https://www.flipkart.com/infinix-inbook-x1-core-i3-10th-gen-8-gb-256-gb-ssd-windows-11-home-xl11-thin-light-laptop/p/itm3afd453798d31?pid=COMG8Z3H5HDHFPHQ&lid=LSTCOMG8Z3H5HDHFPHQSWUHWZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=01de3be8-a938-4f93-9229-cc6122a81eca.COMG8Z3H5HDHFPHQ.SEARCH&ppt=None&ppn=None&ssid=ueiwjr5wdc0000001649094245400&qH=312f91285e048e09,"Infinix INBook X1 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL11 Thin and Light Laptop  (14 inch, Starfall Grey, 1.48 kg)",FlipKart,https://rukminim1.flixcart.com/image/416/416/kw104nk0/computer/z/7/t/inbook-x1-pro-thin-and-light-laptop-infinix-original-imag8shw6pfzuc4e.jpeg?q=70,"₹49,999","₹34,990",/Product_Screenshots/Flipkart74.png
74,75,https://www.flipkart.com/asus-celeron-dual-core-4-gb-1-tb-hdd-windows-10-home-x543ma-gq1015t-laptop/p/itmf8811674edbeb?pid=COMFSKF9UQH8RKYF&lid=LSTCOMFSKF9UQH8RKYFGDW2VH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=01de3be8-a938-4f93-9229-cc6122a81eca.COMFSKF9UQH8RKYF.SEARCH&ppt=None&ppn=None&ssid=ueiwjr5wdc0000001649094245400&qH=312f91285e048e09,"ASUS Celeron Dual Core - (4 GB/1 TB HDD/Windows 10 Home) X543MA-GQ1015T Laptop  (15.6 inch, Transparent Silver, 1.9 kg)",FlipKart,https://rukminim1.flixcart.com/image/416/416/k9d3p8w0/computer/c/a/h/asus-na-laptop-original-imafr6cbfurgkspg.jpeg?q=70,"₹26,990","₹24,990",/Product_Screenshots/Flipkart75.png
75,76,https://www.flipkart.com/asus-vivobook-14-pentium-silver-4-gb-256-gb-ssd-windows-11-home-x415ka-ek111ws-thin-light-laptop/p/itmeed292d4767e4?pid=COMGB6DZNPPJHUVV&lid=LSTCOMGB6DZNPPJHUVV0C5AXS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=01de3be8-a938-4f93-9229-cc6122a81eca.COMGB6DZNPPJHUVV.SEARCH&ppt=None&ppn=None&ssid=ueiwjr5wdc0000001649094245400&qH=312f91285e048e09,"ASUS VivoBook 14 Pentium Silver - (4 GB/256 GB SSD/Windows 11 Home) X415KA-EK111WS Thin and Light Laptop  (14 Inch, Transparent Silver, 1.50 Kg, With MS Office)",FlipKart,https://rukminim1.flixcart.com/image/416/416/kz4gh3k0/computer/d/w/o/x415ka-ek111ws-thin-and-light-laptop-asus-original-imagb7gsfubu98vz.jpeg?q=70,"₹38,990","₹28,990",/Product_Screenshots/Flipkart76.png
76,77,https://www.flipkart.com/hp-pavilion-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-144-hz-15-ec2004ax-gaming-laptop/p/itm98c94bbf9bc20?pid=COMG5GZXPWMGTNWS&lid=LSTCOMG5GZXPWMGTNWSQE9WVW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=01de3be8-a938-4f93-9229-cc6122a81eca.COMG5GZXPWMGTNWS.SEARCH&ppt=None&ppn=None&ssid=ueiwjr5wdc0000001649094245400&qH=312f91285e048e09,"HP Pavilion Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) 15-ec2004AX Gaming Laptop  (15.6 inch, Shadow Black, 1.98 kg)",FlipKart,https://rukminim2.flixcart.com/image/416/416/kbqu4cw0/computer/q/x/r/hp-original-imaftyzachgrav8f.jpeg?q=70,"₹70,172","₹59,940",/Product_Screenshots/Flipkart77.png
77,78,https://www.flipkart.com/lenovo-ideapad-3-core-i3-10th-gen-8-gb-256-gb-ssd-windows-11-home-15iml05-thin-light-laptop/p/itmd1871bfcde765?pid=COMG6AKVAHWTHAQG&lid=LSTCOMG6AKVAHWTHAQGXUICJF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=01de3be8-a938-4f93-9229-cc6122a81eca.COMG6AKVAHWTHAQG.SEARCH&ppt=None&ppn=None&ssid=ueiwjr5wdc0000001649094245400&qH=312f91285e048e09,"Lenovo IdeaPad 3 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15IML05 Thin and Light Laptop  (15.6 Inch, Platinum Grey, 1.7 kg, With MS Office)",FlipKart,https://rukminim1.flixcart.com/image/416/416/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70,"₹57,990","₹37,490",/Product_Screenshots/Flipkart78.png
78,79,https://www.flipkart.com/dell-vostro-core-i3-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-x9k0t-thin-light-laptop/p/itm7017fffb59697?pid=COMGBP5FEFEWGNZZ&lid=LSTCOMGBP5FEFEWGNZZAMVCPR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=01de3be8-a938-4f93-9229-cc6122a81eca.COMGBP5FEFEWGNZZ.SEARCH&ppt=None&ppn=None&ssid=ueiwjr5wdc0000001649094245400&qH=312f91285e048e09,"DELL Vostro Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X9K0T Thin and Light Laptop  (15.6 inch, Black, 1.8 kg, With MS Office)",FlipKart,https://rukminim2.flixcart.com/image/416/416/l13whow0/computer/s/e/r/-original-imagcr7j9zvqpjeq.jpeg?q=70,"₹54,782","₹41,490",/Product_Screenshots/Flipkart79.png
79,80,https://www.flipkart.com/acer-aspire-7-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-a715-75g-50ta-a715-75g-41g-a715-75g-52aa-gaming-laptop/p/itm365d5a348ad9c?pid=COMG2KBG2K4GFFF7&lid=LSTCOMG2KBG2K4GFFF75TIZXH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&spotlightTagId=BestvalueId_6bo%2Fb5g&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=01de3be8-a938-4f93-9229-cc6122a81eca.COMG2KBG2K4GFFF7.SEARCH&ppt=None&ppn=None&ssid=ueiwjr5wdc0000001649094245400&qH=312f91285e048e09,"acer Aspire 7 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) A715-75G-50TA/ A715-75G-41G/ A715-75G-52AA Gaming Laptop  (15.6 inch, Black, 2.15 Kg)",FlipKart,https://rukminim2.flixcart.com/image/416/416/kp1imq80/computer/u/b/z/na-gaming-laptop-acer-original-imag3d63hk3h8nm2.jpeg?q=70,"₹89,999","₹52,940",/Product_Screenshots/Flipkart80.png
80,81,https://www.flipkart.com/asus-vivobook-15-2021-core-i3-10th-gen-8-gb-512-gb-ssd-windows-11-home-x515ja-ej362ws-thin-light-laptop/p/itm8ce53e6fb58bf?pid=COMG87FFPEDAAGXW&lid=LSTCOMG87FFPEDAAGXWTMCIPI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=01de3be8-a938-4f93-9229-cc6122a81eca.COMG87FFPEDAAGXW.SEARCH&ppt=None&ppn=None&ssid=ueiwjr5wdc0000001649094245400&qH=312f91285e048e09,"ASUS VivoBook 15 (2021) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",FlipKart,https://rukminim2.flixcart.com/image/416/416/ksyz8280/computer/f/9/9/x515ea-ej302ts-thin-and-light-laptop-asus-original-imag6fc9kxzc6rrh.jpeg?q=70,"₹50,990","₹39,990",/Product_Screenshots/Flipkart81.png
81,82,https://www.flipkart.com/hp-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-10-home-15s-gy0501au-thin-light-laptop/p/itmcc3db7767aba4?pid=COMG6MVEA2PWVH3B&lid=LSTCOMG6MVEA2PWVH3BJ8QBY0&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=01de3be8-a938-4f93-9229-cc6122a81eca.COMG6MVEA2PWVH3B.SEARCH&ppt=None&ppn=None&ssid=ueiwjr5wdc0000001649094245400&qH=312f91285e048e09,"HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 10 Home) 15s-GY0501AU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)",FlipKart,https://rukminim2.flixcart.com/image/416/416/ktaeqvk0/computer/b/7/4/15s-gy0501au-thin-and-light-laptop-hp-original-imag6z6muntqnzzc.jpeg?q=70,"₹46,055","₹37,990",/Product_Screenshots/Flipkart82.png
82,83,https://www.flipkart.com/msi-gf63-thin-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-10uc-607in-gaming-laptop/p/itm92565651dc3ed?pid=COMG5AWT9CKRMEFU&lid=LSTCOMG5AWT9CKRMEFUII4XPL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=01de3be8-a938-4f93-9229-cc6122a81eca.COMG5AWT9CKRMEFU.SEARCH&ppt=None&ppn=None&ssid=ueiwjr5wdc0000001649094245400&qH=312f91285e048e09,"MSI GF63 Thin Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) GF63 Thin 10UC-607IN Gaming Laptop  (15.6 inch, Black, 1.86 kg)",FlipKart,https://rukminim1.flixcart.com/image/416/416/ktlu9ow0/computer/4/n/m/gf63-thin-10uc-607in-gaming-laptop-msi-original-imag6xfuxzmukmuq.jpeg?q=70,"₹83,990","₹59,940",/Product_Screenshots/Flipkart83.png
83,84,https://www.flipkart.com/dell-inspiron-core-i3-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itm61a1405251c95?pid=COMGAD2BGUNDQN2X&lid=LSTCOMGAD2BGUNDQN2XE4NITJ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=01de3be8-a938-4f93-9229-cc6122a81eca.COMGAD2BGUNDQN2X.SEARCH&ppt=None&ppn=None&ssid=ueiwjr5wdc0000001649094245400&qH=312f91285e048e09,"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",FlipKart,https://rukminim2.flixcart.com/image/416/416/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70,"₹60,371","₹45,490",/Product_Screenshots/Flipkart84.png
84,85,https://www.flipkart.com/hp-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-14s-dy2506tu-thin-light-laptop/p/itm6e9f19b41d9c9?pid=COMG92FXHPYEN44H&lid=LSTCOMG92FXHPYEN44HKXQR8G&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=01de3be8-a938-4f93-9229-cc6122a81eca.COMG92FXHPYEN44H.SEARCH&ppt=None&ppn=None&ssid=ueiwjr5wdc0000001649094245400&qH=312f91285e048e09,"HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14s- dy2506TU Thin and Light Laptop  (14 inch, Natural Silver, 1.46 kg, With MS Office)",FlipKart,https://rukminim2.flixcart.com/image/416/416/l0zm64w0/computer/k/h/m/14s-dq2606tu-thin-and-light-laptop-hp-original-imagcnsfnrzvzbs6.jpeg?q=70,"₹50,085","₹39,999",/Product_Screenshots/Flipkart85.png
85,86,https://www.flipkart.com/asus-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-x515ea-ej312ws-thin-light-laptop/p/itm516a699ede578?pid=COMG9WH98ZNYXWYH&lid=LSTCOMG9WH98ZNYXWYHCGTMTF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=01de3be8-a938-4f93-9229-cc6122a81eca.COMG9WH98ZNYXWYH.SEARCH&ppt=None&ppn=None&ssid=ueiwjr5wdc0000001649094245400&qH=312f91285e048e09,"ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515EA-EJ312WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",FlipKart,https://rukminim2.flixcart.com/image/416/416/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70,"₹52,990","₹38,990",/Product_Screenshots/Flipkart86.png
